timestamp,open,high,low,close,volume,vwap,atr_14,spread_pct,liquidity_score,oi,mse_state,regime,ipse_alignment,microstructure_state,mps_state
2026-06-14T00:00:00Z,64458.01,64458.01,64435.66,64435.66,8.0996,64443.11,64.43566,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:00:15Z,64435.67,64435.67,64432.0,64432.0,0.67366,64433.22333333,64.432,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:00:30Z,64432.0,64432.01,64424.4,64424.41,0.40677,64426.94,64.42441,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:00:45Z,64424.4,64424.41,64422.0,64422.01,0.20794,64422.80666667,64.42201,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:01:00Z,64422.0,64422.0,64393.89,64393.89,1.09735,64403.26,64.39389,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:01:15Z,64393.89,64395.89,64380.7,64395.89,2.03015,64390.82666667,64.39589,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:01:30Z,64395.88,64395.89,64395.88,64395.89,0.09585,64395.88666667,64.39589,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:01:45Z,64395.89,64406.86,64395.89,64406.86,0.33191,64403.20333333,64.40686,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:02:00Z,64406.86,64410.0,64406.86,64410.0,0.15817,64408.95333333,64.41,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:02:15Z,64410.0,64410.0,64409.99,64410.0,0.25087,64409.99666667,64.41,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:02:30Z,64410.0,64445.66,64409.99,64436.92,8.04581,64430.85666667,64.43692,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:02:45Z,64436.92,64436.92,64436.91,64436.91,0.06974,64436.91333333,64.43691,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:03:00Z,64436.91,64436.92,64424.37,64424.38,1.01632,64428.55666667,64.42438,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:03:15Z,64424.38,64424.38,64405.47,64414.54,10.90641,64414.79666667,64.41454,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:03:30Z,64414.54,64414.55,64410.56,64410.57,1.52496,64411.89333333,10.16142857,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:03:45Z,64410.56,64410.56,64403.46,64403.46,0.7284,64405.82666667,10.40714286,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:04:00Z,64403.46,64403.47,64388.6,64393.22,5.61508,64395.09666667,10.92571429,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-14T00:04:15Z,64393.21,64403.04,64391.17,64403.04,3.88407,64399.08333333,11.60142857,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:04:30Z,64403.03,64403.04,64403.03,64403.03,0.91136,64403.03333333,9.59357143,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:04:45Z,64403.04,64412.0,64403.03,64412.0,1.34919,64409.01,9.14928571,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:05:00Z,64411.99,64419.69,64411.99,64419.69,1.15171,64417.12333333,9.69857143,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:05:15Z,64419.69,64422.0,64419.68,64422.0,0.58017,64421.22666667,9.08071429,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-14T00:05:30Z,64421.99,64445.65,64421.99,64445.65,2.89288,64437.76333333,10.54642857,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
