timestamp,open,high,low,close,volume,vwap,atr_14,spread_pct,liquidity_score,oi,mse_state,regime,ipse_alignment,microstructure_state,mps_state
2026-06-01T00:00:00Z,2007.02,2007.22,2006.06,2007.13,243.5623,2006.80333333,2.00713,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:01:00Z,2007.14,2007.35,2006.93,2006.98,150.9713,2007.08666667,2.00698,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-01T00:02:00Z,2006.98,2009.78,2006.98,2009.78,468.4684,2008.84666667,2.8,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:03:00Z,2009.77,2013.89,2009.77,2013.89,646.9602,2012.51666667,4.12,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:04:00Z,2013.89,2015.42,2007.22,2014.0,3035.5569,2012.21333333,8.2,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:05:00Z,2014.01,2015.0,1997.0,2011.13,13586.2308,2007.71,18.0,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-01T00:06:00Z,2011.12,2013.04,2011.12,2011.17,437.6271,2011.77666667,2.01117,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:07:00Z,2011.17,2011.18,2009.57,2010.35,287.5087,2010.36666667,2.01035,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-01T00:08:00Z,2010.35,2010.43,2009.57,2009.58,200.404,2009.86,2.00958,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-01T00:09:00Z,2009.58,2010.74,2009.57,2009.79,251.4983,2010.03333333,2.00979,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:10:00Z,2009.79,2011.13,2009.41,2010.7,223.3236,2010.41333333,2.0107,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:11:00Z,2010.69,2010.7,2009.64,2009.64,127.6067,2009.99333333,2.00964,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-01T00:12:00Z,2009.64,2009.98,2008.36,2008.49,345.7737,2008.94333333,2.00849,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-01T00:13:00Z,2008.5,2009.1,2008.37,2009.09,134.8618,2008.85333333,2.00909,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:14:00Z,2009.1,2011.6,2009.09,2011.6,235.7248,2010.76333333,3.33857143,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:15:00Z,2011.6,2012.99,2011.59,2012.06,294.5821,2012.21333333,3.40857143,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:16:00Z,2012.06,2013.4,2011.65,2012.65,342.2182,2012.56666667,3.33357143,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
2026-06-01T00:17:00Z,2012.66,2012.66,2010.01,2010.04,130.7899,2010.90333333,3.22857143,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-01T00:18:00Z,2010.04,2010.04,2009.0,2009.06,141.1344,2009.36666667,2.71714286,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-01T00:19:00Z,2009.05,2009.36,2008.83,2008.84,142.3581,2009.01,1.46928571,0.05,0.9,0,TREND_DOWN,NORMAL,NEUTRAL,HEALTHY,ALLOW
2026-06-01T00:20:00Z,2008.83,2009.6,2008.36,2009.59,236.4567,2009.18333333,1.42071429,0.05,0.9,0,TREND_UP,NORMAL,ALIGNED,HEALTHY,ALLOW
